hourly_current,hourly_voltage,power_consumption,delta_current,delta_voltage,touch_sensor,month_consumption,bill,theft
5.496714153011233,226.99677718293,1247.7363978293486,-0.3375891374871907,-3.815615115754782,0,292.49415243730965,42.44993817688544,0
4.861735698828816,224.62316841456385,1092.0584766651225,-0.0722593353577589,-1.7207700215590038,0,236.7996916026318,34.988983290196,0
5.6476885381006925,220.29815184960088,1244.1753471657569,-0.3962099604999806,-0.8272110668432885,1,324.30923957809694,64.13788310707082,1
6.523029856408026,216.7653161114721,1413.9666288288563,-0.1539807648195201,3.775375314680381,0,202.53141223387885,29.08883614492465,0
4.765846625276664,223.49111656806795,1065.12438367524,-0.9468073334768928,1.1131062490675163,0,197.48212713579,32.172940876618874,0
4.765863043050819,221.9674269271088,1057.866356752991,0.1066468536864692,-2.6709631381997827,0,336.9590247350784,47.297029612192354,0
6.579212815507392,224.47596610013863,1476.875152939435,0.0006027376811121,0.972072578835274,0,325.3510136067678,50.27881491621819,0
5.7674347291529084,223.17585900840984,1287.152199953636,-0.4085443155340953,-3.094607977876731,0,297.1302317462982,43.37836638666664,0
4.530525614065048,225.24776357659667,1020.4907623946392,0.3296228342162025,2.165382107774146,0,230.2275747622464,32.481543800688314,0
5.542560043585965,217.32382394219715,1204.5303431013328,0.4687850688132792,-0.9422493036357572,0,264.6044529662962,48.78516060594605,0
4.536582307187538,226.5869703281716,1027.930440630011,-0.8037799321844871,-0.1872723774783417,0,286.8626626156748,48.91532420827292,0
4.534270246429744,220.987998023462,1002.0193042558589,-0.3813623892831071,2.65159329508438,0,220.20530157129437,33.714528472690304,0
5.241962271566035,230.37630436312637,1207.623895734322,-0.3845711748936491,-2.5743271371685,0,263.0485670988384,27.93622538510592,0
3.086719755342202,216.55406090955216,668.4416979090931,-0.4699515505544323,-2.7942363702259825,0,332.616516908834,48.087431420062245,0
3.2750821674869672,228.67981901582624,748.9451973228796,0.4147374209658742,-1.1671986526920095,0,371.3652682144608,69.21992805419454,1
4.437712470759028,220.98955391731323,980.6880993263354,-0.0969130693864017,2.076757702038633,0,279.02826236707244,40.70093102186232,0
3.987168879665576,216.74290998192777,864.1905855680998,-0.1322574206553053,-3.038692150953685,0,337.82441771580494,56.18975051763904,0
5.314247332595274,217.5805708297284,1156.2769681564412,-1.0019311822033767,-5.664311196221138,0,204.29699647062665,37.854261480357,0
4.091975924478789,218.3982634590284,893.6804360223199,0.3177090151046132,-0.9023177168179976,0,332.97256205568056,51.04070388763196,0
3.5876962986647083,222.1208297320096,796.9020786858647,-0.6196291974267363,1.1034815998218408,0,259.80257926362594,34.76127873020313,0
6.465648768921554,222.61417744017749,1439.345082310568,0.0299663151331641,2.4005234994776585,0,315.3672808353985,35.12853046639533,0
4.774223699513464,217.1314999803071,1036.634353116889,0.1386884689790958,-0.926322724170798,0,287.61237908801456,46.56267290624696,0
5.067528204687924,219.8782270386951,1114.2391171153622,0.6803292979193255,-0.8228532142320049,0,366.0207004891917,50.82932505926101,0
3.575251813786543,230.7113517930593,824.8511789592806,-0.654410199559556,2.3078014685114945,0,256.2782175830041,39.32248489688907,0
4.455617275474817,228.63771585050355,1018.722156568606,-1.5097560779104129,-3.739483399390841,0,331.38031487809155,43.45794553376691,0
5.110922589709866,222.18161834837016,1135.5530522349811,0.0919247723768474,-0.7770415503660185,0,286.0246268351733,41.57750632292498,0
3.8490064225776974,220.190017390841,847.5127911248419,0.9002555907554268,0.3808477798501155,0,292.0847260995168,43.981304189432784,0
5.375698018345672,220.6001566335913,1185.8798248619414,0.6194731764697187,0.8984374425700685,0,290.8073053420395,44.96406370652742,0
4.399361310081195,223.06758986365207,981.3549243792112,0.1048297076373128,-1.0196133863817651,0,257.7163447752944,33.08334077953208,0
4.708306250206723,214.886037174008,1011.749271908536,-0.2458180928160236,0.0688820234116827,0,299.29505170466643,50.87881249950672,0
4.398293387770603,218.71311731288327,961.9644576959508,0.4035612983186551,-4.976654706825979,0,296.86758889390893,41.54566441042648,0
6.852278184508938,211.6570796306121,1450.333189349714,-0.4867730998522343,-1.316496824667697,0,312.0620124203365,38.43695456078424,0
4.986502775262066,221.9961156130264,1106.9842466017546,0.2381788846781096,0.9070174251089348,0,304.22525728464313,45.08867149287915,0
3.9422890710441,223.2359796985137,880.0607630292732,0.2527350795833134,-1.964588068509359,0,339.89972748061183,51.15683566722407,0
5.822544912103189,217.58406768850315,1266.8930062744098,0.5301049537494399,0.1179684431791947,0,346.17543080236845,52.72926178621406,0
3.7791563500289778,227.86993381645016,861.1561073631206,1.3798300194555388,0.893745001605396,0,247.46883390860995,43.93098710471689,1
5.208863595004756,213.8711716849883,1114.0257602109475,0.1962079835893835,-0.6850984017155299,0,343.43862502953857,50.33354957075149,0
3.040329876120224,212.67812559895088,646.6116592557398,-0.2544818128537494,0.3409275419931418,1,240.68317864450728,35.50437867483224,1
3.671813951101569,221.12225909279985,811.9197958360384,-0.0127871560959972,-1.9254651305692243,1,329.3927944068868,43.892997254867545,1
5.196861235869124,225.2354915130608,1170.5175947861544,-0.8845379524445591,-0.4132225593920933,0,330.98693923514344,53.750808399711,0
5.738466579995411,228.41963845728932,1310.7784615017897,-0.3473565655445291,1.220432339178445,0,204.4341554168748,31.586668632921736,0
5.17136828118997,217.7055786856553,1125.8357242531051,-0.204641219056552,0.3139459219368684,0,304.6489623264705,43.597205712499765,0
4.88435171761176,225.3934041671565,1100.9006607822123,-0.2620441989672962,-1.173062539127871,0,276.5751943319842,31.962905682470318,0
4.698896304410711,219.80745765249645,1032.8524504452296,0.076177436016861,0.448432808581586,0,262.0617371032313,46.53132154076013,0
3.5214780096325726,219.1368635002959,771.6856459161468,-0.4112099661911003,1.429219581273236,0,367.5426165349503,48.99299265796226,0
4.280155791605291,224.41829968743335,960.54528514938,0.5605153336622357,-4.099882557154956,0,267.31604296812907,37.14101639837083,0
